Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
green	mmu00010	Glycolysis / Gluconeogenesis	6/44	67/8140	1.36734532827796e-06	8.75101010097892e-06	6.62083001060905e-06	Eno2/Pgam1/Pgam2/Tpi1/Aldoart1/Pgk1	6
green	mmu01210	2-Oxocarboxylic acid metabolism	4/44	19/8140	2.71330951302363e-06	1.57865280757738e-05	1.1943754794171e-05	Cs/Aco2/Idh3a/Csl	4
green	mmu00630	Glyoxylate and dicarboxylate metabolism	4/44	29/8140	1.59846761157592e-05	8.5251605950716e-05	6.44995702916601e-05	Cs/Mdh2/Aco2/Csl	4
green	mmu04721	Synaptic vesicle cycle	3/44	62/8140	0.00446289800377594	0.0219711901724354	0.0166229399330926	Atp6v1e1/Vamp2/Atp6v1g2	3
green	mmu04966	Collecting duct acid secretion	2/44	27/8140	0.00919954541704018	0.0420550647636123	0.0318179766303646	Atp6v1e1/Atp6v1g2	2
green	mmu00051	Fructose and mannose metabolism	2/44	35/8140	0.0151746912379352	0.0647453492818567	0.0489849682066679	Tpi1/Aldoart1	2
green	mmu00260	Glycine, serine and threonine metabolism	2/44	40/8140	0.0195571033600022	0.0782284134400088	0.0591859706947435	Pgam1/Pgam2	2
salmon	mmu00561	Glycerolipid metabolism	2/7	61/8140	0.00113238733541076	0.00870131248584242	0.00704559715452828	Lpl/Plpp4	2
salmon	mmu04080	Neuroactive ligand-receptor interaction	3/7	285/8140	0.00133866345936037	0.00870131248584242	0.00704559715452828	Gpr83/Mc3r/Adra1b	3
brown	mmu05030	Cocaine addiction	7/68	48/8140	1.16279938782822e-07	1.47675522254184e-05	1.33415929761343e-05	Th/Ddc/Slc6a3/Maoa/Slc18a2/Drd2/Bdnf	7
brown	mmu04080	Neuroactive ligand-receptor interaction	13/68	285/8140	5.03588937570746e-07	3.19778975357424e-05	2.88901022080059e-05	Ntsr2/Oprk1/Ntsr1/Chrna4/Tacr3/Gabra4/Adrb3/Chrna6/Chrnb3/Drd2/F2r/Mchr1/Chrm5	13
brown	mmu04360	Axon guidance	8/68	175/8140	9.57153213065279e-05	0.00405194860197635	0.00366069123593388	Bmp7/Ntn1/Sema6d/Epha5/Trpc6/Robo2/Epha6/Dcc	8
brown	mmu05031	Amphetamine addiction	5/68	68/8140	0.000243223588306833	0.00772234892874196	0.00697667661195916	Th/Ddc/Slc6a3/Maoa/Slc18a2	5
brown	mmu04728	Dopaminergic synapse	6/68	135/8140	0.000877129895029776	0.0222790993337563	0.0201278228543675	Th/Ddc/Slc6a3/Maoa/Slc18a2/Drd2	6
brown	mmu05012	Parkinson's disease	6/68	144/8140	0.00122706783095681	0.023383965432231	0.0211260027526994	Th/Slc6a3/Sncaip/Slc18a2/Snca/Drd2	6
brown	mmu05034	Alcoholism	7/68	199/8140	0.00128887998445368	0.023383965432231	0.0211260027526994	Th/Ddc/Slc6a3/Maoa/Slc18a2/Drd2/Bdnf	7
brown	mmu04020	Calcium signaling pathway	6/68	183/8140	0.00410293804346286	0.0560994340718491	0.0506824559787116	Ntsr1/Tacr3/Adrb3/F2r/Erbb4/Chrm5	6
brown	mmu00350	Tyrosine metabolism	3/68	40/8140	0.00441727827337394	0.0560994340718491	0.0506824559787116	Th/Ddc/Maoa	3
brown	mmu05033	Nicotine addiction	3/68	40/8140	0.00441727827337394	0.0560994340718491	0.0506824559787116	Chrna4/Gabra4/Chrna6	3
brown	mmu00910	Nitrogen metabolism	2/68	17/8140	0.00862495098190939	0.0995789795184084	0.0899636035433611	Car4/Car7	2
black	mmu04611	Platelet activation	3/14	124/8140	0.00111089780534168	0.0888718244273348	0.0783475294293609	Adcy6/Nos3/Vasp	3
lightcyan	mmu05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	2/4	72/8140	0.000457670618460059	0.00815765110213291	0.00490685780579423	Itgb8/Cacna1c	2
lightcyan	mmu05410	Hypertrophic cardiomyopathy (HCM)	2/4	84/8140	0.000622961193804339	0.00815765110213291	0.00490685780579423	Itgb8/Cacna1c	2
lightcyan	mmu05414	Dilated cardiomyopathy (DCM)	2/4	89/8140	0.000699227237325678	0.00815765110213291	0.00490685780579423	Itgb8/Cacna1c	2
midnightblue	mmu04350	TGF-beta signaling pathway	1/3	85/8140	0.0310045668628588	0.0649792085224845	0.0195426191045066	Id2	1
midnightblue	mmu04912	GnRH signaling pathway	1/3	89/8140	0.0324475978141502	0.0649792085224845	0.0195426191045066	Mmp14	1
midnightblue	mmu04668	TNF signaling pathway	1/3	108/8140	0.0392824327270825	0.0649792085224845	0.0195426191045066	Mmp14	1
midnightblue	mmu04724	Glutamatergic synapse	1/3	114/8140	0.0414340950335551	0.0649792085224845	0.0195426191045066	Slc1a3	1
midnightblue	mmu04550	Signaling pathways regulating pluripotency of stem cells	1/3	137/8140	0.0496523711826553	0.0649792085224845	0.0195426191045066	Id2	1
midnightblue	mmu04390	Hippo signaling pathway	1/3	154/8140	0.0556964644478438	0.0649792085224845	0.0195426191045066	Id2	1
midnightblue	mmu05202	Transcriptional misregulation in cancer	1/3	183/8140	0.0659477356418718	0.0659477356418718	0.0198339054562021	Id2	1
grey60	mmu03420	Nucleotide excision repair	2/5	44/8140	0.000282642009976525	0.0138494584888497	0.00743794763096118	Ddb2/Pold1	2
grey60	mmu00240	Pyrimidine metabolism	2/5	101/8140	0.00148773726310755	0.0364495629461351	0.0195754903040468	Nme4/Pold1	2
grey60	mmu05161	Hepatitis B	2/5	143/8140	0.00296014457114656	0.0483490279953938	0.025966180448654	Ddb2/Myd88	2
grey60	mmu00230	Purine metabolism	2/5	178/8140	0.00455312222278376	0.0557757472291011	0.0299547514656826	Nme4/Pold1	2
grey60	mmu03430	Mismatch repair	1/5	22/8140	0.0134439503807298	0.0959857509824925	0.0515498125577296	Pold1	1
grey60	mmu03030	DNA replication	1/5	35/8140	0.0213198797473529	0.0959857509824925	0.0515498125577296	Pold1	1
grey60	mmu03410	Base excision repair	1/5	35/8140	0.0213198797473529	0.0959857509824925	0.0515498125577296	Pold1	1
grey60	mmu05143	African trypanosomiasis	1/5	36/8140	0.0219236305926659	0.0959857509824925	0.0515498125577296	Myd88	1
grey60	mmu05216	Thyroid cancer	1/5	37/8140	0.0225270834365749	0.0959857509824925	0.0515498125577296	Ddb2	1
grey60	mmu03440	Homologous recombination	1/5	41/8140	0.0249379170043578	0.0959857509824925	0.0515498125577296	Pold1	1
grey60	mmu05144	Malaria	1/5	49/8140	0.0297453135868111	0.0959857509824925	0.0515498125577296	Myd88	1
grey60	mmu05134	Legionellosis	1/5	58/8140	0.0351309499876664	0.0959857509824925	0.0515498125577296	Myd88	1
grey60	mmu05213	Endometrial cancer	1/5	58/8140	0.0351309499876664	0.0959857509824925	0.0515498125577296	Ddb2	1
grey60	mmu05217	Basal cell carcinoma	1/5	63/8140	0.0381126197691175	0.0959857509824925	0.0515498125577296	Ddb2	1
grey60	mmu05223	Non-small cell lung cancer	1/5	66/8140	0.0398980803761029	0.0959857509824925	0.0515498125577296	Ddb2	1
grey60	mmu04115	p53 signaling pathway	1/5	67/8140	0.0404926443590259	0.0959857509824925	0.0515498125577296	Ddb2	1
grey60	mmu05140	Leishmaniasis	1/5	67/8140	0.0404926443590259	0.0959857509824925	0.0515498125577296	Myd88	1
grey60	mmu05214	Glioma	1/5	71/8140	0.0428679554472267	0.0959857509824925	0.0515498125577296	Ddb2	1
grey60	mmu05210	Colorectal cancer	1/5	74/8140	0.0446463497418368	0.0959857509824925	0.0515498125577296	Ddb2	1
grey60	mmu05212	Pancreatic cancer	1/5	75/8140	0.0452385600383022	0.0959857509824925	0.0515498125577296	Ddb2	1
grey60	mmu05133	Pertussis	1/5	76/8140	0.0458304766160839	0.0959857509824925	0.0515498125577296	Myd88	1
grey60	mmu05218	Melanoma	1/5	76/8140	0.0458304766160839	0.0959857509824925	0.0515498125577296	Ddb2	1
grey60	mmu05132	Salmonella infection	1/5	78/8140	0.0470134290526494	0.0959857509824925	0.0515498125577296	Myd88	1
grey60	mmu05220	Chronic myeloid leukemia	1/5	78/8140	0.0470134290526494	0.0959857509824925	0.0515498125577296	Ddb2	1
magenta	mmu05165	Human papillomavirus infection	3/6	350/8140	0.00143063445664856	0.045780302612754	0.0376482751749622	Lama3/Ccna2/Tradd	3
blue	mmu04713	Circadian entrainment	13/183	98/8140	2.48018512554195e-07	3.20503450918727e-05	2.29957632946172e-05	Gria1/Adcy3/Grin2c/Per1/Fos/Ryr2/Adcy8/Cacna1i/Kcnj3/Prkg2/Adcyap1r1/Gucy1a3/Ryr3	13
blue	mmu04921	Oxytocin signaling pathway	16/183	153/8140	2.87447041182715e-07	3.20503450918727e-05	2.29957632946172e-05	Ppp1cc/Gm5601/Mef2c/Egfr/Adcy3/Fos/Ryr2/Adcy8/Cdkn1a/Kcnj3/Nfatc1/Gucy1a3/Cacng8/Ryr3/Cacnb2/Ppp1r12b	16
blue	mmu04010	MAPK signaling pathway	21/183	293/8140	2.31787374492206e-06	0.000172295281705873	0.00012361993306251	Mef2c/Kit/Dusp6/Egfr/Fos/Map3k1/Angpt1/Cacna1i/Fgf12/Nr4a1/Ngf/Mknk1/Hgf/Dusp16/Fgf16/Rasgrf1/Nfatc1/Dusp5/Gadd45a/Cacng8/Cacnb2	21
blue	mmu04024	cAMP signaling pathway	16/183	197/8140	8.32973518304446e-06	0.000464382736454728	0.000333189407321778	Ppp1cc/Gm5601/Gria1/Adcy3/Grin2c/Fos/Ryr2/Adcy8/Creb3l1/Pde4b/Pik3r3/Adcyap1r1/Pde4a/Nfatc1/Atp1b2/Chrm2	16
blue	mmu04022	cGMP-PKG signaling pathway	14/183	168/8140	2.3370450733088e-05	0.00104232210269573	0.000747854423458817	Ppp1cc/Gm5601/Mef2c/Adcy3/Adcy8/Creb3l1/Prkg2/Mef2a/Nfatc1/Adra2a/Gucy1a3/Atp1b2/Pde5a/Kcnma1	14
blue	mmu05032	Morphine addiction	10/183	92/8140	3.76878631011534e-05	0.00140073224525953	0.00100500968269742	Pde1c/Adcy3/Adcy8/Pde1b/Pde10a/Kcnj3/Pde4b/Gabrd/Pde4a/Slc32a1	10
blue	mmu04540	Gap junction	9/183	86/8140	0.000124874964209187	0.00354756721264483	0.00254533970413978	Tubb6/Grm1/Egfr/Adcy3/Adcy8/Prkg2/Tuba8/Gucy1a3/Lpar1	9
blue	mmu05031	Amphetamine addiction	8/183	68/8140	0.000130761941414684	0.00354756721264483	0.00254533970413978	Fosb/Ppp1cc/Gm5601/Gria1/Grin2c/Fos/Arc/Creb3l1	8
blue	mmu05224	Breast cancer	12/183	151/8140	0.000143175358357863	0.00354756721264483	0.00254533970413978	Kit/Apc/Egfr/Fos/Wnt5a/Fgf12/Cdkn1a/Pik3r3/Fgf16/Gadd45a/Frat2/Fzd9	12
blue	mmu04020	Calcium signaling pathway	13/183	183/8140	0.000233864611775649	0.00521518084259697	0.00374183378841038	Pde1c/Grm1/Egfr/Adcy3/Grin2c/Ryr2/Adcy8/Cacna1i/Pde1b/Htr7/Cckbr/Chrm2/Ryr3	13
blue	mmu04915	Estrogen signaling pathway	9/183	96/8140	0.000290398215989351	0.00562010872517813	0.00403236500461211	Grm1/Egfr/Adcy3/Fos/Adcy8/Hbegf/Kcnj3/Creb3l1/Pik3r3	9
blue	mmu04015	Rap1 signaling pathway	14/183	213/8140	0.000302427375345909	0.00562010872517813	0.00403236500461211	Sipa1l2/Kit/Egfr/Adcy3/Angpt1/Adcy8/Fgf12/Ngf/Pik3r3/Hgf/Fgf16/Lpar1/Sipa1l1/Sipa1	14
blue	mmu05166	HTLV-I infection	16/183	282/8140	0.000590718478329523	0.0101330938974987	0.00727038127174797	Apc/Adcy3/Fos/Map3k1/Wnt5a/Adcy8/Cdkn1a/Crtc2/Pik3r3/Nfatc1/H2-Q4/Egr1/Fzd9/H2-K1/H2-D1/H2-L	16
blue	mmu05226	Gastric cancer	11/183	154/8140	0.000676877231091369	0.0107816873238125	0.00773573978390136	Apc/Egfr/Wnt5a/Fgf12/Cdkn1a/Pik3r3/Hgf/Fgf16/Gadd45a/Frat2/Fzd9	11
blue	mmu04931	Insulin resistance	9/183	109/8140	0.000743746049409014	0.0108183033505461	0.00776201137258915	Ppp1cc/Gm5601/Creb3l1/Ptpn1/Crtc2/Pik3r3/Ppargc1a/Pygm/Ogt	9
blue	mmu04727	GABAergic synapse	8/183	88/8140	0.000776201137258915	0.0108183033505461	0.00776201137258915	Adcy3/Adcy8/Gad2/Gabrd/Slc6a1/Slc32a1/Abat/Gad1	8
blue	mmu05202	Transcriptional misregulation in cancer	12/183	183/8140	0.000834319407648753	0.0109443075238631	0.0078524179543412	Etv1/Mef2c/H3f3b/H3f3c/Gm12657/Dusp6/Meis1/Bcl6/Cdkn1a/Nr4a3/Lmo2/Gadd45a	12
blue	mmu04724	Glutamatergic synapse	9/183	114/8140	0.00102725286379797	0.012726521590386	0.00913113656709307	Dlgap1/Grm1/Gria1/Adcy3/Grin2c/Adcy8/Grm2/Homer2/Kcnj3	9
blue	mmu05218	Melanoma	7/183	76/8140	0.00153012682837703	0.0179588569856883	0.012885278554754	Egfr/Fgf12/Cdkn1a/Pik3r3/Hgf/Fgf16/Gadd45a	7
blue	mmu00430	Taurine and hypotaurine metabolism	3/183	11/8140	0.0016145753314717	0.0180025149459094	0.0129166026517736	Gad2/Ado/Gad1	3
blue	mmu04970	Salivary secretion	7/183	78/8140	0.00178087203551078	0.0184986294915372	0.0132725592764392	Adcy3/Adcy8/Prkg2/Gucy1a3/Atp1b2/Ryr3/Kcnma1	7
blue	mmu05213	Endometrial cancer	6/183	58/8140	0.00182497690051039	0.0184986294915372	0.0132725592764392	Apc/Egfr/Cdkn1a/Pik3r3/Gadd45a/Foxo3	6
blue	mmu00230	Purine metabolism	11/183	178/8140	0.00219859163115613	0.0213167797281659	0.0152945504776078	Pde1c/Adcy3/Adcy8/Pde1b/Pde10a/Ak1/Pde4b/Pde4a/Gucy1a3/Adk/Pde5a	11
blue	mmu05205	Proteoglycans in cancer	12/183	206/8140	0.00230233418778855	0.0213925218282019	0.015348894585257	Ppp1cc/Gm5601/Egfr/Wnt5a/Cdkn1a/Hbegf/Itgav/Pik3r3/Hgf/Arhgef1/Fzd9/Ppp1r12b	12
blue	mmu04151	PI3K-Akt signaling pathway	17/183	355/8140	0.00257492059740806	0.0229682917288799	0.0164794918234116	Col6a1/Kit/Egfr/Angpt1/Fgf12/Nr4a1/Cdkn1a/Itgav/Creb3l1/Ngf/Crtc2/Pik3r3/Hgf/Fgf16/Lpar1/Chrm2/Foxo3	17
blue	mmu05217	Basal cell carcinoma	6/183	63/8140	0.00279310410140621	0.0232364238154283	0.016671873589545	Apc/Wnt5a/Cdkn1a/Bmp2/Gadd45a/Fzd9	6
blue	mmu04068	FoxO signaling pathway	9/183	132/8140	0.00284819308132835	0.0232364238154283	0.016671873589545	Grm1/Egfr/Foxg1/Bcl6/Cdkn1a/Homer2/Pik3r3/Gadd45a/Foxo3	9
blue	mmu04911	Insulin secretion	7/183	85/8140	0.00291757787817037	0.0232364238154283	0.016671873589545	Adcy3/Ryr2/Adcy8/Creb3l1/Adcyap1r1/Atp1b2/Kcnma1	7
blue	mmu04218	Cellular senescence	11/183	186/8140	0.00309693525156387	0.0238143641758187	0.0170865393189731	Ppp1cc/Gm5601/Cdkn1a/Pik3r3/Nfatc1/H2-Q4/Gadd45a/Foxo3/H2-K1/H2-D1/H2-L	11
blue	mmu05223	Non-small cell lung cancer	6/183	66/8140	0.00353384244522002	0.0262682288428021	0.0188471597078401	Egfr/Cdkn1a/Pik3r3/Eml4/Gadd45a/Foxo3	6
blue	mmu04720	Long-term potentiation	6/183	67/8140	0.00381051179595703	0.0274111009838199	0.0196671576565524	Ppp1cc/Gm5601/Grm1/Gria1/Grin2c/Adcy8	6
blue	mmu04371	Apelin signaling pathway	9/183	139/8140	0.00402410972090645	0.0280430146175668	0.0201205486045322	Mef2c/Hdac5/Adcy3/Ryr2/Adcy8/Ppargc1a/Mef2a/Egr1/Ryr3	9
blue	mmu05030	Cocaine addiction	5/183	48/8140	0.00425592109429973	0.0287597092129952	0.0206347689420593	Fosb/Grin2c/Grm2/Gpsm1/Creb3l1	5
blue	mmu04940	Type I diabetes mellitus	6/183	70/8140	0.00473718427133909	0.0304332035157842	0.0218354823431636	Gad2/H2-Q4/H2-K1/Gad1/H2-D1/H2-L	6
blue	mmu01522	Endocrine resistance	7/183	93/8140	0.00482084224966405	0.0304332035157842	0.0218354823431636	Egfr/Adcy3/Fos/Adcy8/Cdkn1a/Hbegf/Pik3r3	7
blue	mmu05225	Hepatocellular carcinoma	10/183	170/8140	0.0049129835272118	0.0304332035157842	0.0218354823431636	Apc/Egfr/Wnt5a/Smarcd1/Cdkn1a/Pik3r3/Hgf/Gadd45a/Frat2/Fzd9	10
blue	mmu04924	Renin secretion	6/183	72/8140	0.00544083809222791	0.0327920782315358	0.0235279485069315	Pde1c/Pde1b/Prkg2/Adcyap1r1/Gucy1a3/Kcnma1	6
blue	mmu04261	Adrenergic signaling in cardiomyocytes	9/183	147/8140	0.00580065149589106	0.0340406653574659	0.0244237957721729	Ppp1cc/Gm5601/Adcy3/Ryr2/Adcy8/Creb3l1/Atp1b2/Cacng8/Cacnb2	9
blue	mmu04723	Retrograde endocannabinoid signaling	9/183	150/8140	0.00660425536945264	0.0374421449425678	0.0268643192413042	Grm1/Gria1/Adcy3/Adcy8/Kcnj3/Gabrd/Mgll/Slc32a1/Ndufa13	9
blue	mmu04611	Platelet activation	8/183	124/8140	0.00671607981032606	0.0374421449425678	0.0268643192413042	Ppp1cc/Gm5601/Adcy3/Adcy8/Pik3r3/Prkg2/Gucy1a3/Arhgef1	8
blue	mmu04925	Aldosterone synthesis and secretion	7/183	100/8140	0.00714739935549382	0.0388748794213444	0.0278922901677808	Adcy3/Adcy8/Cacna1i/Nr4a1/Creb3l1/Atp1b2/Kcnk3	7
blue	mmu04923	Regulation of lipolysis in adipocytes	5/183	55/8140	0.00762318360274916	0.0404754748431681	0.0290406994390444	Adcy3/Adcy8/Pik3r3/Prkg2/Mgll	5
blue	mmu04270	Vascular smooth muscle contraction	8/183	129/8140	0.00846145112046057	0.0438814790665746	0.0314844692854347	Ppp1cc/Gm5601/Adcy3/Adcy8/Gucy1a3/Arhgef1/Kcnma1/Ppp1r12b	8
blue	mmu04810	Regulation of actin cytoskeleton	11/183	214/8140	0.00878007117911235	0.0444989971123194	0.0319275315604085	Ppp1cc/Gm5601/Apc/Egfr/Fgf12/Itgav/Pik3r3/Fgf16/Arhgef1/Chrm2/Ppp1r12b	11
blue	mmu04066	HIF-1 signaling pathway	7/183	106/8140	0.00973002655000631	0.0482176871255868	0.034595649955578	Arnt/Egfr/Angpt1/Cdkn1a/Pik3r3/Mknk1/Nppa	7
blue	mmu04730	Long-term depression	5/183	61/8140	0.0117071437746548	0.0558429841899121	0.0400667151138383	Crhr1/Grm1/Gria1/Prkg2/Gucy1a3	5
blue	mmu04550	Signaling pathways regulating pluripotency of stem cells	8/183	137/8140	0.0119336447455775	0.0558429841899121	0.0400667151138383	Apc/Meis1/Wnt5a/Pax6/Pik3r3/Dlx5/Jarid2/Fzd9	8
blue	mmu05033	Nicotine addiction	4/183	40/8140	0.0120200145341515	0.0558429841899121	0.0400667151138383	Gria1/Grin2c/Gabrd/Slc32a1	4
blue	mmu04725	Cholinergic synapse	7/183	113/8140	0.0135375897494475	0.0616098472270773	0.0442043746920734	Adcy3/Fos/Adcy8/Kcnj3/Creb3l1/Pik3r3/Chrm2	7
blue	mmu05414	Dilated cardiomyopathy (DCM)	6/183	89/8140	0.0148179683549278	0.0660881388629781	0.047417498735769	Adcy3/Ryr2/Adcy8/Itgav/Cacng8/Cacnb2	6
blue	mmu04211	Longevity regulating pathway	6/183	90/8140	0.0155891478777192	0.0681643132692426	0.048907130596766	Adcy3/Adcy8/Creb3l1/Pik3r3/Ppargc1a/Foxo3	6
blue	mmu04072	Phospholipase D signaling pathway	8/183	147/8140	0.0176287094760856	0.074868807012272	0.0537175296949037	Kit/Grm1/Egfr/Adcy3/Adcy8/Grm2/Pik3r3/Lpar1	8
blue	mmu04014	Ras signaling pathway	11/183	237/8140	0.0177939317114368	0.074868807012272	0.0537175296949037	Kit/Egfr/Angpt1/Fgf12/Htr7/Ngf/Pik3r3/Hgf/Fgf16/Rasa3/Rasgrf1	11
blue	mmu04144	Endocytosis	12/183	270/8140	0.0185336249758749	0.0765370068448165	0.0549144443729625	Rab11fip4/Egfr/Asap1/Igf2r/H2-Q4/Iqsec3/Iqsec2/Acap2/H2-K1/Vps37b/H2-D1/H2-L	12
blue	mmu00650	Butanoate metabolism	3/183	27/8140	0.0219979337992233	0.0885263413847473	0.0635166574957828	Gad2/Abat/Gad1	3
blue	mmu04750	Inflammatory mediator regulation of TRP channels	7/183	125/8140	0.0223784062314605	0.0885263413847473	0.0635166574957828	Ppp1cc/Gm5601/Adcy3/Adcy8/Ngf/Pik3r3/Asic4	7
