Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
yellow	GO:1901653	cellular response to peptide	5/64	194/23276	0.000195489072466356	0.00756846807750748	0.0052725970305079	Gck/Foxo1/Ghsr/Ghr/Kl	5
yellow	GO:0040018	positive regulation of multicellular organism growth	3/64	41/23276	0.000196148666989764	0.00756846807750748	0.0052725970305079	Ghrh/Ghsr/Ghr	3
yellow	GO:0042752	regulation of circadian rhythm	4/64	105/23276	0.000201762325480952	0.00759971425978253	0.00529436478141746	Prox1/Ghrh/Bhlhe40/Magel2	4
yellow	GO:0090276	regulation of peptide hormone secretion	5/64	202/23276	0.000235755036962552	0.00867359229011063	0.00604248528028866	Cartpt/Ghrh/Gck/Isl1/Ghsr	5
yellow	GO:0002791	regulation of peptide secretion	5/64	207/23276	0.000263946020792772	0.00944144749300594	0.00657741401635319	Cartpt/Ghrh/Gck/Isl1/Ghsr	5
yellow	GO:0048545	response to steroid hormone	6/64	325/23276	0.000268562033619006	0.00944144749300594	0.00657741401635319	Esr1/Calcr/Nr3c1/Pgr/Isl1/Ghr	6
yellow	GO:0045981	positive regulation of nucleotide metabolic process	4/64	116/23276	0.000295468487184583	0.00994534354736192	0.00692845478347723	Calcr/Ghrh/Wfs1/Gck	4
yellow	GO:1900544	positive regulation of purine nucleotide metabolic process	4/64	116/23276	0.000295468487184583	0.00994534354736192	0.00692845478347723	Calcr/Ghrh/Wfs1/Gck	4
green	GO:0009167	purine ribonucleoside monophosphate metabolic process	21/52	201/23276	2.39530472970055e-30	6.22478843969933e-28	4.60062751422347e-28	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0009126	purine nucleoside monophosphate metabolic process	21/52	202/23276	2.66978776779678e-30	6.22478843969933e-28	4.60062751422347e-28	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0009161	ribonucleoside monophosphate metabolic process	21/52	204/23276	3.31105768069114e-30	6.22478843969933e-28	4.60062751422347e-28	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0009123	nucleoside monophosphate metabolic process	21/52	215/23276	1.0406369663024e-29	1.46729812248639e-27	1.0844532596204e-27	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0046034	ATP metabolic process	20/52	179/23276	1.79171851302581e-29	2.02105848269311e-27	1.4937274340173e-27	Cox5a/Atp5d/Eno2/Atp5g1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	20
green	GO:0009205	purine ribonucleoside triphosphate metabolic process	20/52	192/23276	7.73347557804561e-29	7.26946704336287e-27	5.37273040158958e-27	Cox5a/Atp5d/Eno2/Atp5g1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	20
green	GO:0009199	ribonucleoside triphosphate metabolic process	20/52	195/23276	1.06761618121751e-28	8.60193608866677e-27	6.35753395131026e-27	Cox5a/Atp5d/Eno2/Atp5g1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	20
green	GO:0009144	purine nucleoside triphosphate metabolic process	20/52	200/23276	1.80628979300123e-28	1.27343430406587e-26	9.41172050037483e-27	Cox5a/Atp5d/Eno2/Atp5g1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	20
green	GO:0046128	purine ribonucleoside metabolic process	21/52	255/23276	4.18647607278022e-28	2.62352500560894e-26	1.93899944423505e-26	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0042278	purine nucleoside metabolic process	21/52	259/23276	5.85334200973201e-28	3.30128489348885e-26	2.43991940616197e-26	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0009141	nucleoside triphosphate metabolic process	20/52	218/23276	1.07483634902368e-27	5.51097909863049e-26	4.07306405945814e-26	Cox5a/Atp5d/Eno2/Atp5g1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	20
green	GO:0009119	ribonucleoside metabolic process	21/52	274/23276	1.96256772204883e-27	9.22406829362952e-26	6.81734050816964e-26	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0009116	nucleoside metabolic process	21/52	288/23276	5.70819795721804e-27	2.47647972913152e-25	1.83032096441971e-25	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:1901657	glycosyl compound metabolic process	21/52	301/23276	1.46634217965176e-26	5.90726420945424e-25	4.36595115144435e-25	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0009150	purine ribonucleotide metabolic process	21/52	406/23276	8.28280982062627e-24	3.11433649255548e-22	2.30174925541614e-22	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0009259	ribonucleotide metabolic process	21/52	414/23276	1.24778129553652e-23	4.39842906676624e-22	3.25079863837147e-22	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0006163	purine nucleotide metabolic process	21/52	419/23276	1.60522794319752e-23	5.32557976449061e-22	3.93603879570414e-22	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0019693	ribose phosphate metabolic process	21/52	426/23276	2.27200449152606e-23	7.11894740678164e-22	5.26148408563929e-22	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0072521	purine-containing compound metabolic process	21/52	471/23276	1.85374277544005e-22	5.50268908077995e-21	4.06693705858317e-21	Cox5a/Atp5d/Eno2/Atp5g1/Adssl1/Pgam1/Atp5g3/Pgam2/Uqcrb/Atp5o/Tpi1/Atp5b/Atp5a1/Cox4i1/Atp5h/Cox8a/Chchd10/Atp5k/Pgk1/Cycs/Uqcrh	21
green	GO:0006091	generation of precursor metabolites and energy	18/52	291/23276	9.56129438481655e-22	2.69628501651827e-20	1.99277504020387e-20	Cox5a/Eno2/Cs/Pgam1/Mdh2/Pgam2/Uqcrb/Aco2/Tpi1/Mt3/Cox4i1/Idh3a/Cox8a/Cisd1/Chchd10/Pgk1/Cycs/Uqcrh	18
green	GO:1902600	hydrogen ion transmembrane transport	12/52	57/23276	2.58146580020319e-21	6.93307957768858e-20	5.12411256581687e-20	Cox5a/Atp5d/Atp5g1/Atp5g3/Atp6v1e1/Atp5o/Atp5b/Atp5a1/Ndufa4/Atp5h/Cox8a/Atp5k	12
green	GO:0015992	proton transport	13/52	89/23276	8.41809646846335e-21	2.15809382191515e-19	1.59500775191937e-19	Cox5a/Atp5d/Atp5g1/Atp5g3/Atp6v1e1/Atp5o/Atp6v1g2/Atp5b/Atp5a1/Ndufa4/Atp5h/Cox8a/Atp5k	13
green	GO:0006818	hydrogen transport	13/52	90/23276	9.8239789247198e-21	2.40901048414868e-19	1.78045567697439e-19	Cox5a/Atp5d/Atp5g1/Atp5g3/Atp6v1e1/Atp5o/Atp6v1g2/Atp5b/Atp5a1/Ndufa4/Atp5h/Cox8a/Atp5k	13
green	GO:0015985	energy coupled proton transport, down electrochemical gradient	8/52	20/23276	4.35314975326859e-17	9.82070584337393e-16	7.2583044307131e-16	Atp5d/Atp5g1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Atp5k	8
green	GO:0015986	ATP synthesis coupled proton transport	8/52	20/23276	4.35314975326859e-17	9.82070584337393e-16	7.2583044307131e-16	Atp5d/Atp5g1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Atp5k	8
green	GO:0009127	purine nucleoside monophosphate biosynthetic process	10/52	63/23276	1.44359585521854e-16	3.01551134201206e-15	2.22870939051283e-15	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	10/52	63/23276	1.44359585521854e-16	3.01551134201206e-15	2.22870939051283e-15	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0009156	ribonucleoside monophosphate biosynthetic process	10/52	66/23276	2.37134933206813e-16	4.77657508316581e-15	3.53027945676308e-15	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0006754	ATP biosynthetic process	9/52	43/23276	3.55326536788323e-16	6.91048850857291e-15	5.10741591899006e-15	Atp5d/Atp5g1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	9
green	GO:0009124	nucleoside monophosphate biosynthetic process	10/52	73/23276	6.90352991331529e-16	1.29786362370327e-14	9.59227314271177e-15	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	9/52	52/23276	2.28367945985034e-15	4.15482327534063e-14	3.07075404448467e-14	Atp5d/Atp5g1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	9
green	GO:0009145	purine nucleoside triphosphate biosynthetic process	9/52	53/23276	2.74621595914337e-15	4.8402056279902e-14	3.5773076309894e-14	Atp5d/Atp5g1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	9
green	GO:0009201	ribonucleoside triphosphate biosynthetic process	9/52	54/23276	3.2899724752806e-15	5.49309282084068e-14	4.05984463802335e-14	Atp5d/Atp5g1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	9
green	GO:0042451	purine nucleoside biosynthetic process	10/52	85/23276	3.40883419733021e-15	5.49309282084068e-14	4.05984463802335e-14	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0046129	purine ribonucleoside biosynthetic process	10/52	85/23276	3.40883419733021e-15	5.49309282084068e-14	4.05984463802335e-14	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0045333	cellular respiration	11/52	129/23276	4.88868401400645e-15	7.65893828861011e-14	5.66058148990221e-14	Cox5a/Cs/Mdh2/Uqcrb/Aco2/Cox4i1/Idh3a/Cox8a/Cisd1/Cycs/Uqcrh	11
green	GO:0042455	ribonucleoside biosynthetic process	10/52	98/23276	1.49343969078797e-14	2.2764864475795e-13	1.68250958051788e-13	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0009163	nucleoside biosynthetic process	10/52	100/23276	1.83975726245984e-14	2.73058709480881e-13	2.01812708014985e-13	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0009142	nucleoside triphosphate biosynthetic process	9/52	66/23276	2.2445611407469e-14	3.18157415526907e-13	2.35144338463336e-13	Atp5d/Atp5g1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	9
green	GO:1901659	glycosyl compound biosynthetic process	10/52	102/23276	2.25643557111282e-14	3.18157415526907e-13	2.35144338463336e-13	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0015980	energy derivation by oxidation of organic compounds	12/52	213/23276	3.77933929567176e-14	5.19889600672896e-13	3.84240914271121e-13	Cox5a/Cs/Mdh2/Uqcrb/Aco2/Mt3/Cox4i1/Idh3a/Cox8a/Cisd1/Cycs/Uqcrh	12
green	GO:0009152	purine ribonucleotide biosynthetic process	10/52	218/23276	4.74012569813426e-11	6.36531165178029e-10	4.70448565529115e-10	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0009260	ribonucleotide biosynthetic process	10/52	224/23276	6.1926253104671e-11	8.10901813527868e-10	5.99322728923172e-10	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0006119	oxidative phosphorylation	7/52	60/23276	6.43718726511627e-11	8.10901813527868e-10	5.99322728923172e-10	Cox5a/Uqcrb/Cox4i1/Cox8a/Chchd10/Cycs/Uqcrh	7
green	GO:0006164	purine nucleotide biosynthetic process	10/52	225/23276	6.46996127814788e-11	8.10901813527868e-10	5.99322728923172e-10	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0046390	ribose phosphate biosynthetic process	10/52	227/23276	7.05810441533478e-11	8.65384976141047e-10	6.39590239925074e-10	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0072522	purine-containing compound biosynthetic process	10/52	233/23276	9.11937468142833e-11	1.0943249617714e-09	8.08795604444707e-10	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0042775	mitochondrial ATP synthesis coupled electron transport	6/52	35/23276	1.42531543093604e-10	1.67474563134985e-09	1.23777392686551e-09	Cox5a/Uqcrb/Cox4i1/Cox8a/Cycs/Uqcrh	6
green	GO:0042773	ATP synthesis coupled electron transport	6/52	39/23276	2.84557742162641e-10	3.2753176853006e-09	2.42072751657155e-09	Cox5a/Uqcrb/Cox4i1/Cox8a/Cycs/Uqcrh	6
green	GO:0009165	nucleotide biosynthetic process	10/52	270/23276	3.84843185195054e-10	4.3410311290002e-09	3.20837687025771e-09	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:1901293	nucleoside phosphate biosynthetic process	10/52	279/23276	5.29195087658092e-10	5.85227508704243e-09	4.3253096947906e-09	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	10
green	GO:0022904	respiratory electron transport chain	6/52	57/23276	3.06981128010986e-09	3.329564542273e-08	2.46082037838766e-08	Cox5a/Uqcrb/Cox4i1/Cox8a/Cycs/Uqcrh	6
green	GO:0090407	organophosphate biosynthetic process	11/52	451/23276	3.78278556704597e-09	4.02545482983759e-08	2.9751401877859e-08	Atp5d/Atp5g1/Adssl1/Atp5g3/Atp5o/Tpi1/Atp5b/Atp5a1/Atp5h/Chchd10/Atp5k	11
green	GO:0015988	energy coupled proton transmembrane transport, against electrochemical gradient	5/52	29/23276	5.2086169439199e-09	5.34119992067422e-08	3.9475833680235e-08	Atp5g1/Atp5g3/Atp6v1e1/Atp5b/Atp5a1	5
green	GO:0015991	ATP hydrolysis coupled proton transport	5/52	29/23276	5.2086169439199e-09	5.34119992067422e-08	3.9475833680235e-08	Atp5g1/Atp5g3/Atp6v1e1/Atp5b/Atp5a1	5
green	GO:0022900	electron transport chain	6/52	63/23276	5.68967011150782e-09	5.73031061230431e-08	4.23516797773891e-08	Cox5a/Uqcrb/Cox4i1/Cox8a/Cycs/Uqcrh	6
green	GO:0090662	ATP hydrolysis coupled transmembrane transport	5/52	32/23276	8.78788116023347e-09	8.69537714802049e-08	6.42659453269152e-08	Atp5g1/Atp5g3/Atp6v1e1/Atp5b/Atp5a1	5
green	GO:0046496	nicotinamide nucleotide metabolic process	7/52	127/23276	1.32946246786765e-08	1.29278764116785e-07	9.5547574823156e-08	Eno2/Pgam1/Mdh2/Pgam2/Tpi1/Idh3a/Pgk1	7
green	GO:0019362	pyridine nucleotide metabolic process	7/52	129/23276	1.48203216510432e-08	1.41672227308277e-07	1.04707357249119e-07	Eno2/Pgam1/Mdh2/Pgam2/Tpi1/Idh3a/Pgk1	7
green	GO:0072524	pyridine-containing compound metabolic process	7/52	133/23276	1.83208046976198e-08	1.72215564157626e-07	1.27281380004516e-07	Eno2/Pgam1/Mdh2/Pgam2/Tpi1/Idh3a/Pgk1	7
green	GO:0006733	oxidoreduction coenzyme metabolic process	7/52	142/23276	2.88310835717712e-08	2.6656936286031e-07	1.97016550378281e-07	Eno2/Pgam1/Mdh2/Pgam2/Tpi1/Idh3a/Pgk1	7
green	GO:0006732	coenzyme metabolic process	8/52	273/23276	1.55625420495488e-07	1.41568930902347e-06	1.04631012760973e-06	Eno2/Cs/Pgam1/Mdh2/Pgam2/Tpi1/Idh3a/Pgk1	8
green	GO:0009060	aerobic respiration	5/52	57/23276	1.75190185744693e-07	1.56836928190487e-06	1.15915310868669e-06	Cs/Mdh2/Aco2/Cox4i1/Idh3a	5
green	GO:0006096	glycolytic process	5/52	66/23276	3.68302301271568e-07	3.2456640299557e-06	2.39881104117666e-06	Eno2/Pgam1/Pgam2/Tpi1/Pgk1	5
green	GO:0006757	ATP generation from ADP	5/52	67/23276	3.97334723803846e-07	3.44764283423644e-06	2.54808988868539e-06	Eno2/Pgam1/Pgam2/Tpi1/Pgk1	5
